billedcost,billingaccountid,billingaccountname,billingaccounttype,billingcurrency,billingperiodend,billingperiodstart,chargecategory,chargeclass,chargedescription,chargefrequency,chargeperiodend,chargeperiodstart,commitmentdiscountid,commitmentdiscountname,commitmentdiscountquantity,commitmentdiscountstatus,commitmentdiscounttype,consumedquantity,consumedunit,contractedcost,contractedunitprice,effectivecost,invoiceissuername,listcost,listunitprice,pricingcategory,pricingquantity,pricingunit,providername,publishername,regionid,regionname,resourceid,resourcename,resourcetype,servicecategory,servicename,skuid,skupriceid,subaccountid,subaccountname,subaccounttype,x_accountid,x_accountname,x_accountownerid,x_billedcostinusd,x_billedunitprice,x_billingaccountid,x_billingaccountname,x_billingexchangerate,x_billingexchangeratedate,x_billingprofileid,x_billingprofilename,x_contractedcostinusd,x_costallocationrulename,x_costcenter,x_customerid,x_customername,x_effectivecostinusd,x_effectiveunitprice,x_invoiceid,x_invoiceissuerid,x_invoicesectionid,x_invoicesectionname,x_listcostinusd,x_partnercreditapplied,x_partnercreditrate,x_pricingblocksize,x_pricingcurrency,x_pricingsubcategory,x_pricingunitdescription,x_publishercategory,x_publisherid,x_resellerid,x_resellername,x_resourcegroupname,x_resourcetype,x_serviceperiodend,x_serviceperiodstart,x_skudescription,x_skudetails,x_skuiscrediteligible,x_skumetercategory,x_skumeterid,x_skumetername,x_skumetersubcategory,x_skuofferid,x_skuorderid,x_skuordername,x_skupartnumber,x_skuregion,x_skuservicefamily,x_skuterm,x_skutier,tags
0.306324,/providers/Microsoft.Billing/billingAccounts/92487455,Genafcbeg sbe AFJ,Billing Account,AUD,2/1/2025 0:00,1/1/2025 0:00,Usage,,Virtual Network Private Link - Standard Private Endpoint,Usage-Based,1/9/2025 0:00,1/8/2025 0:00,,,,,,24,Hours,0.306324,0.0127635,0.306324,Microsoft,0.3588,0.01495,Standard,24,Hours,Microsoft,Microsoft,australiaeast,Australia East,/fhofpevcgvbaf/n6r3r1ss-4538-976n-4qq3-no3rq59p25p3/erfbheprtebhcf/ebnqfnsrglnanylgvpf-et-gfg/cebivqref/zvpebfbsg.argjbex/cevingrraqcbvagf/onpxpbqvatsvyrfgber-crc,onpxpbqvatsvyrfgber-crc,Private endpoint,Networking,Azure Private Link,611235125,611235125,/fhofpevcgvbaf/n6r3r1ss-4538-976n-4qq3-no3rq59p25p3,gsafj-rqnf-nanylgvpf-abacebq,Subscription,640371,fip-nmher-fhonhgb@GenafcbegPybhq.bazvpebfbsg.pbz,fip-nmher-fhonhgb@genafcbegpybhq.bazvpebfbsg.pbz,,0.0127635,92487455,Genafcbeg sbe AFJ,1,1/1/2025 0:00,92487455,Genafcbeg sbe AFJ,,,C.5564271,,,,0.0127635,,,696330,Qngnpbz,,,,1,AUD,Standard,1 Hour,Cloud Provider,Microsoft,,,ebnqfnsrglnanylgvpf-et-gfg,microsoft.network/privateendpoints,,,Virtual Network Private Link - Standard Private Endpoint,,1,Virtual Network,e6ab7238-e433-4fe0-a2b2-2b2564df2cdb,Standard Private Endpoint,Private Link,MS-AZR-0017P,,,AAD-84193,,,,,"{""application"": ""qrsnhyg"", ""environment"": ""Tst"", ""cost_center"": ""6555604585""}"
0.004530686,/providers/Microsoft.Billing/billingAccounts/92487455,Genafcbeg sbe AFJ,Billing Account,AUD,2/1/2025 0:00,1/1/2025 0:00,Usage,,Load Balancer - Standard Data Processed,Usage-Based,1/9/2025 0:00,1/8/2025 0:00,,,,,,0.708827874,GB,0.004530686,0.0063918,0.004530686,Microsoft,0.005302032,0.00748,Standard,0.708827874,GB,Microsoft,Microsoft,australiaeast,Australia East,/fhofpevcgvbaf/n6r3r1ss-4538-976n-4qq3-no3rq59p25p3/erfbheprtebhcf/rqnf-funerq-qngnfuner-56-et/cebivqref/zvpebfbsg.xhfgb/pyhfgref/rqnffunerqqngnfuner56,rqnffunerqqngnfuner56,Azure Data Explorer Cluster,Analytics,Azure Data Explorer,1071327,1071327,/fhofpevcgvbaf/n6r3r1ss-4538-976n-4qq3-no3rq59p25p3,gsafj-rqnf-nanylgvpf-abacebq,Subscription,640371,fip-nmher-fhonhgb@GenafcbegPybhq.bazvpebfbsg.pbz,fip-nmher-fhonhgb@genafcbegpybhq.bazvpebfbsg.pbz,,0.0063918,92487455,Genafcbeg sbe AFJ,1,1/1/2025 0:00,92487455,Genafcbeg sbe AFJ,,,C.5564271,,,,0.0063918,,,696330,Qngnpbz,,,,1,AUD,Standard,1 GB,Cloud Provider,Microsoft,,,RQNF-Funerq-QngnFuner-56-et,Microsoft.Kusto/clusters,,,Load Balancer - Standard Data Processed,"{""EmittingService"": ""Azure Data Explorer"", ""KustoServiceType"": ""Engine""}",1,Load Balancer,dfc7cc11-fbe2-41c8-b6fa-24a574223938,Standard Data Processed,Standard,MS-AZR-0017P,,,AAA-21854,,,,,"{""application"": ""gsafj-rqnf-nanylgvpf-abacebq"", ""environment"": ""Nonprod"", ""cost_center"": ""5555637666""}"
0.61856129,/providers/Microsoft.Billing/billingAccounts/92487455,Genafcbeg sbe AFJ,Billing Account,AUD,2/1/2025 0:00,1/1/2025 0:00,Usage,,Microsoft Defender for SQL - Standard Node,Usage-Based,1/9/2025 0:00,1/8/2025 0:00,,,,,,0.032258065,Units/Month,0.61856129,19.1754,0.61856129,Microsoft,0.724193548,22.45,Standard,0.032258065,Units/Month,Microsoft,Microsoft,australiaeast,Australia East,/fhofpevcgvbaf/s05n9r65-n201-9o4q-opq2-op1o392s6902/erfbheprtebhcf/nn-cbjrenccf-cebq/cebivqref/zvpebfbsg.fdy/freiref/nncbjrecyngsbezcebq,nncbjrecyngsbezcebq,SQL server,Databases,Azure SQL Database,1010385,1010385,/fhofpevcgvbaf/s05n9r65-n201-9o4q-opq2-op1o392s6902,gsafj-nan-vcnanylgvpf-cebq,Subscription,755032,fip_nalpybhq_fhonhgb@genafcbeg.afj.tbi.nh,fip_nalpybhq_fhonhgb@genafcbeg.afj.tbi.nh,,19.1754,92487455,Genafcbeg sbe AFJ,1,1/1/2025 0:00,92487455,Genafcbeg sbe AFJ,,,,,,,19.1754,,,696339,Genafcbeg Pyhfgre Freivprf,,,,1,AUD,Standard,1/Month,Cloud Provider,Microsoft,,,NN-CbjreNccf-Cebq,Microsoft.Sql/servers,,,Microsoft Defender for SQL - Standard Node,"{""ServiceType"": ""SQLThreatDetection"", ""ResourceCategory"": ""SQLThreatDetection""}",1,Microsoft Defender for Cloud,cb0969aa-aaaa-4d6c-ab4b-7e182fa06aff,Standard Node,SQL Database,MS-AZR-0017P,,,AAA-54514,,,,,"{""application"": ""gsafj-nan-vcnanylgvpf-cebq"", ""environment"": ""Production"", ""cost_center"": null}"
0.2149092,/providers/Microsoft.Billing/billingAccounts/92487455,Genafcbeg sbe AFJ,Billing Account,AUD,2/1/2025 0:00,1/1/2025 0:00,Usage,,Microsoft Defender CSPM - Standard - Nodes,Usage-Based,1/9/2025 0:00,1/8/2025 0:00,,,,,,24,Units/Hour,0.2149092,0.00895455,0.2149092,Microsoft,0.25152,0.01048,Standard,24,Units/Hour,Microsoft,Microsoft,australiaeast,Australia East,/fhofpevcgvbaf/223857o9-p7s6-9r07-3o16-9o27sq9n05sp/erfbheprtebhcf/et_gbfpn_ac/cebivqref/zvpebfbsg.pbzchgr/iveghnyznpuvarf/gbfpnqrk8,GbfpnQrk8,Virtual machine,Compute,Virtual Machines,616515395,616515395,/fhofpevcgvbaf/223857o9-p7s6-9r07-3o16-9o27sq9n05sp,gsafj-cebtqry-gbfpn-abacebq,Subscription,755032,fip_nalpybhq_fhonhgb@genafcbeg.afj.tbi.nh,fip_nalpybhq_fhonhgb@genafcbeg.afj.tbi.nh,,0.00895455,92487455,Genafcbeg sbe AFJ,1,1/1/2025 0:00,92487455,Genafcbeg sbe AFJ,,,,,,,0.00895455,,,696339,Genafcbeg Pyhfgre Freivprf,,,,1,AUD,Standard,1/Hour,Cloud Provider,Microsoft,,,et_gbfpn_ac,Microsoft.Compute/virtualMachines,,,Microsoft Defender CSPM - Standard - Nodes,"{""Cloud"": ""Azure""}",1,Microsoft Defender for Cloud,5c3a13cf-f401-5070-b805-5834ab6dcfd3,Standard Node,Microsoft Defender CSPM,MS-AZR-0017P,,,AAN-64248,,,,,"{""application"": ""GAJ573771"", ""environment"": ""nonprod"", ""cost_center"": null}"
0.000204216,/providers/Microsoft.Billing/billingAccounts/92487455,Genafcbeg sbe AFJ,Billing Account,AUD,2/1/2025 0:00,1/1/2025 0:00,Usage,,Azure Monitor - Emails,Usage-Based,1/9/2025 0:00,1/8/2025 0:00,,,,,,8,Units,0.000204216,0.000025527,0.000204216,Microsoft,0.0002392,0.0000299,Standard,8,Units,Microsoft,Microsoft,northcentralus,North Central US,/fhofpevcgvbaf/69q61583-so40-90q7-n792-r407453orr8p/erfbheprtebhcf/cebq-pf-nfr-vasen-et-nhrn/cebivqref/zvpebfbsg.vafvtugf/npgvbatebhcf/nfc_56_cebq_npgvbatebhc,nfc_56_cebq_npgvbatebhc,Action group,Management and Governance,Azure Monitor,1019141,1019141,/fhofpevcgvbaf/69q61583-so40-90q7-n792-r407453orr8p,gsafj-tf-nccf-cebq,Subscription,755032,fip_nalpybhq_fhonhgb@genafcbeg.afj.tbi.nh,fip_nalpybhq_fhonhgb@genafcbeg.afj.tbi.nh,,0.000025527,92487455,Genafcbeg sbe AFJ,1,1/1/2025 0:00,92487455,Genafcbeg sbe AFJ,,,,,,,0.000025527,,,696339,Genafcbeg Pyhfgre Freivprf,,,,1,AUD,Standard,1,Cloud Provider,Microsoft,,,cebq-pf-nfr-vasen-et-nhrn,microsoft.insights/actiongroups,,,Azure Monitor - Emails,,1,Azure Monitor,a58b53c3-276c-41d2-9327-fb84df10afd2,Emails,,MS-AZR-0017P,,,AAA-21960,,,,,"{""application"": ""FLG579599"", ""environment"": ""prod"", ""cost_center"": ""Hanyybpngrq""}"
1.52E-06,/providers/Microsoft.Billing/billingAccounts/92487455,Genafcbeg sbe AFJ,Billing Account,AUD,2/1/2025 0:00,1/1/2025 0:00,Usage,,Queues - Class 2 Operations,Usage-Based,1/9/2025 0:00,1/8/2025 0:00,,,,,,33,Units,1.52E-06,0.00046029,1.52E-06,Microsoft,1.78E-06,0.000539,Standard,0.0033,Units,Microsoft,Microsoft,australiaeast,Australia East,/fhofpevcgvbaf/n6r3r1ss-4538-976n-4qq3-no3rq59p25p3/erfbheprtebhcf/fre-fprz-et-qri/cebivqref/zvpebfbsg.fgbentr/fgbentrnppbhagf/gnoyrnhcqsqbjaybnqgrfg,gnoyrnhcqsqbjaybnqgrfg,Storage account,Storage,Storage Accounts,1011811,1011811,/fhofpevcgvbaf/n6r3r1ss-4538-976n-4qq3-no3rq59p25p3,gsafj-rqnf-nanylgvpf-abacebq,Subscription,640371,fip-nmher-fhonhgb@GenafcbegPybhq.bazvpebfbsg.pbz,fip-nmher-fhonhgb@genafcbegpybhq.bazvpebfbsg.pbz,,0.00046029,92487455,Genafcbeg sbe AFJ,1,1/1/2025 0:00,92487455,Genafcbeg sbe AFJ,,,C.5564271,,,,0.00046029,,,696330,Qngnpbz,,,,10000,AUD,Standard,10K,Cloud Provider,Microsoft,,,FRE-fprz-et-qri,Microsoft.Storage/storageAccounts,,,Queues - Class 2 Operations,,1,Storage,5e946cfc-acc9-4a96-895b-92386fa63c9c,Class 2 Operations,Queues,MS-AZR-0017P,,,N9H-00799,,,,,"{""application"": ""gsafj-rqnf-nanylgvpf-abacebq"", ""environment"": ""Prod"", ""cost_center"": ""5555637666""}"
0.006750083,/providers/Microsoft.Billing/billingAccounts/92487455,Genafcbeg sbe AFJ,Billing Account,AUD,2/1/2025 0:00,1/1/2025 0:00,Usage,,IP Addresses - Basic IPv4 Dynamic Public IP,Usage-Based,1/9/2025 0:00,1/8/2025 0:00,,,,,,1.33,Hours,0.006750083,0.00507525,0.006750083,Microsoft,0.0079135,0.00595,Standard,1.33,Hours,Microsoft,Microsoft,australiaeast,Australia East,/fhofpevcgvbaf/n6r3r1ss-4538-976n-4qq3-no3rq59p25p3/erfbheprtebhcf/qngnoevpxf-et-flqarlzrgeb-qoevpxf-jxfcpr-gfg-ee0ug0vp02jfd/cebivqref/zvpebfbsg.argjbex/choyvpvcnqqerffrf/703o7qo7q3919qn93q2956n8p0pqo79n-choyvpvc,703o7qo7q3919qn93q2956n8p0pqo79n-choyvpvc,Public IP address,Networking,Virtual Network,1013822,1013822,/fhofpevcgvbaf/n6r3r1ss-4538-976n-4qq3-no3rq59p25p3,gsafj-rqnf-nanylgvpf-abacebq,Subscription,640371,fip-nmher-fhonhgb@GenafcbegPybhq.bazvpebfbsg.pbz,fip-nmher-fhonhgb@genafcbegpybhq.bazvpebfbsg.pbz,,0.00507525,92487455,Genafcbeg sbe AFJ,1,1/1/2025 0:00,92487455,Genafcbeg sbe AFJ,,,C.5564271,,,,0.00507525,,,696330,Qngnpbz,,,,1,AUD,Standard,1 Hour,Cloud Provider,Microsoft,,,qngnoevpxf-et-flqarlzrgeb-qoevpxf-jxfcpr-gfg-ee0ug0vp02jfd,microsoft.network/publicipaddresses,,,IP Addresses - Basic IPv4 Dynamic Public IP,,1,Virtual Network,f114cb19-ea64-40b5-bcd7-aee474b62853,Basic IPv4 Dynamic Public IP,IP Addresses,MS-AZR-0017P,,,T6Z-00022,,,,,"{""application"": null, ""environment"": null, ""cost_center"": null}"
0.612648,/providers/Microsoft.Billing/billingAccounts/92487455,Genafcbeg sbe AFJ,Billing Account,AUD,2/1/2025 0:00,1/1/2025 0:00,Usage,,Microsoft Defender for Servers - Standard P2 Node,Usage-Based,1/9/2025 0:00,1/8/2025 0:00,,,,,,24,Units/Hour,0.612648,0.025527,0.612648,Microsoft,0.7176,0.0299,Standard,24,Units/Hour,Microsoft,Microsoft,australiaeast,Australia East,/fhofpevcgvbaf/2o781271-4n13-9s14-nr23-433n3173sp5s/erfbheprtebhcf/funerq-et/cebivqref/zvpebfbsg.pbzchgr/iveghnyznpuvarf/npeury4q,npeury4q,Virtual machine,Compute,Virtual Machines,1071470,1071470,/fhofpevcgvbaf/2o781271-4n13-9s14-nr23-433n3173sp5s,gsafj-nalpybhq-qri57-abacebq,Subscription,755032,fip_nalpybhq_fhonhgb@genafcbeg.afj.tbi.nh,fip_nalpybhq_fhonhgb@genafcbeg.afj.tbi.nh,,0.025527,92487455,Genafcbeg sbe AFJ,1,1/1/2025 0:00,92487455,Genafcbeg sbe AFJ,,,,,,,0.025527,,,696339,Genafcbeg Pyhfgre Freivprf,,,,1,AUD,Standard,1/Hour,Cloud Provider,Microsoft,,,Funerq-ET,Microsoft.Compute/virtualMachines,,,Microsoft Defender for Servers - Standard P2 Node,"{""Cloud"": ""Azure""}",1,Microsoft Defender for Cloud,0fad698c-40bf-4ee1-a096-565fc6f0cddd,Standard P2 Node,Servers,MS-AZR-0017P,,,AAA-97320,,,,,"{""application"": null, ""environment"": null, ""cost_center"": null}"
0.031959,/providers/Microsoft.Billing/billingAccounts/92487455,Genafcbeg sbe AFJ,Billing Account,AUD,2/1/2025 0:00,1/1/2025 0:00,Usage,,Load Balancer - Standard Included LB Rules and Outbound Rules,Usage-Based,1/9/2025 0:00,1/8/2025 0:00,,,,,,1,Hours,0.031959,0.031959,0.031959,Microsoft,0.0374,0.0374,Standard,1,Hours,Microsoft,Microsoft,australiaeast,Australia East,/fhofpevcgvbaf/n6r3r1ss-4538-976n-4qq3-no3rq59p25p3/erfbheprtebhcf/terngreflqarl-qan-nvzy-et-qri/cebivqref/zvpebfbsg.znpuvaryrneavatfreivprf/jbexfcnprf/terngreflqarl-qan-nvzy-zyj-qri,terngreflqarl-qan-nvzy-zyj-qri,Azure Machine Learning workspace,AI and Machine Learning,Azure Machine Learning,1071942,1071942,/fhofpevcgvbaf/n6r3r1ss-4538-976n-4qq3-no3rq59p25p3,gsafj-rqnf-nanylgvpf-abacebq,Subscription,640371,fip-nmher-fhonhgb@GenafcbegPybhq.bazvpebfbsg.pbz,fip-nmher-fhonhgb@genafcbegpybhq.bazvpebfbsg.pbz,,0.031959,92487455,Genafcbeg sbe AFJ,1,1/1/2025 0:00,92487455,Genafcbeg sbe AFJ,,,C.5564271,,,,0.031959,,,696330,Qngnpbz,,,,1,AUD,Standard,1 Hour,Cloud Provider,Microsoft,,,terngreflqarl-qan-nvzy-et-qri,Microsoft.MachineLearningServices/workspaces,,,Load Balancer - Standard Included LB Rules and Outbound Rules,"{""NodeType"": ""Dedicated"", ""PoolName"": ""greatersydney-dna-aiml-s_9d4ebd17-9b75-40d6-9493-543b888f2163"", ""UsageType"": ""loadbalancers"", ""ConfigType"": ""VirtualMachine"", ""AccountName"": ""bai24499671101746143625a"", ""ClusterType"": ""DSI"", ""SourceEventId"": ""0d6ca475-b62a-d966-1ea4-7a0a4771d97f"", ""AmlWorkspaceId"": ""4b2140f2-ea1d-4d20-9bfa-aa377f34f8b3"", ""AMLResourceType"": ""Provisioner.Batch"", ""EmittingService"": ""Machine Learning Service - Non DSVM"", ""Processor_Version"": ""BillingProcessorV2"", ""HostSubscriptionId"": ""638e6bf4-26ad-478e-9cec-b47a06e84c00"", ""PoolAllocationMode"": ""BatchService"", ""SourceResourceProvider"": ""Batch""}",1,Load Balancer,27827eb0-7f60-4928-940b-f5fe15e7a4cb,Standard Included LB Rules and Outbound Rules,Standard,MS-AZR-0017P,,,AAA-21856,,,,,"{""application"": ""gsafj-rqnf-nanylgvpf-abacebq"", ""environment"": ""Dev"", ""cost_center"": ""5555637666""}"
10.72988046,/providers/Microsoft.Billing/billingAccounts/92487455,Genafcbeg sbe AFJ,Billing Account,AUD,2/1/2025 0:00,1/1/2025 0:00,Usage,,Azure Data Factory v2 Data Flow - Memory Optimized - vCore - AU East,Usage-Based,1/9/2025 0:00,1/8/2025 0:00,,,,,,24.0029181,Hours,10.72988046,0.447024,10.72988046,Microsoft,12.56072704,0.5233,Standard,24.0029181,Hours,Microsoft,Microsoft,australiaeast,Australia East,/fhofpevcgvbaf/n6r3r1ss-4538-976n-4qq3-no3rq59p25p3/erfbheprtebhcf/gff_nanylgvpf_et_qri/cebivqref/zvpebfbsg.qngnsnpgbel/snpgbevrf/gff-nqs-syrrg-znantrzrag,GFF-NQS-SYRRG-ZNANTRZRAG,Data factory (V2),Integration,Azure Data Factory,611226813,611226813,/fhofpevcgvbaf/n6r3r1ss-4538-976n-4qq3-no3rq59p25p3,gsafj-rqnf-nanylgvpf-abacebq,Subscription,640371,fip-nmher-fhonhgb@GenafcbegPybhq.bazvpebfbsg.pbz,fip-nmher-fhonhgb@genafcbegpybhq.bazvpebfbsg.pbz,,0.447024,92487455,Genafcbeg sbe AFJ,1,1/1/2025 0:00,92487455,Genafcbeg sbe AFJ,,,C.5564271,,,,0.447024,,,696330,Qngnpbz,,,,1,AUD,Standard,1 Hour,Cloud Provider,Microsoft,,,GFF_NANYLGVPF_ET_QRI,MICROSOFT.DATAFACTORY/FACTORIES,,,Azure Data Factory v2 Data Flow - Memory Optimized - vCore - AU East,,1,Azure Data Factory v2,c5e2a62a-60d3-47be-baa5-0a4b087b2c15,vCore,Data Flow - Memory Optimized,MS-AZR-0017P,,,AAD-97628,AU East,,,,"{""application"": ""596760"", ""environment"": ""Dev"", ""cost_center"": ""6555672185""}"
3.38E-06,/providers/Microsoft.Billing/billingAccounts/92487455,Genafcbeg sbe AFJ,Billing Account,AUD,2/1/2025 0:00,1/1/2025 0:00,Usage,,Standard HDD Managed Disks - Snapshots - ZRS - Snapshots - AU East,Usage-Based,1/9/2025 0:00,1/8/2025 0:00,,,,,,0.000048,GB/Month,3.38E-06,0.07035,3.38E-06,Microsoft,3.95E-06,0.0823,Standard,0.000048,GB/Month,Microsoft,Microsoft,australiaeast,Australia East,/fhofpevcgvbaf/n6r3r1ss-4538-976n-4qq3-no3rq59p25p3/erfbheprtebhcf/et-pneabacebq-onpxhc/cebivqref/zvpebfbsg.pbzchgr/fancfubgf/nmheronpxhc_63q994qn-9oro-9939-4q25-99816s49n26r_7570-56-52g68-86-62.2934271,NmherOnpxhc_63q994qn-9oro-9939-4q25-99816s49n26r_7570-56-52G68-86-62.2934271,Snapshot,Compute,Virtual Machines,1083751,1083751,/fhofpevcgvbaf/n6r3r1ss-4538-976n-4qq3-no3rq59p25p3,gsafj-rqnf-nanylgvpf-abacebq,Subscription,640371,fip-nmher-fhonhgb@GenafcbegPybhq.bazvpebfbsg.pbz,fip-nmher-fhonhgb@genafcbegpybhq.bazvpebfbsg.pbz,,0.07035,92487455,Genafcbeg sbe AFJ,1,1/1/2025 0:00,92487455,Genafcbeg sbe AFJ,,,C.5564271,,,,0.07035,,,696330,Qngnpbz,,,,1,AUD,Standard,1 GB/Month,Cloud Provider,Microsoft,,,ET-PNEABACEBQ-ONPXHC,Microsoft.Compute/snapshots,,,Standard HDD Managed Disks - Snapshots - ZRS - Snapshots - AU East,,1,Storage,f79c5dfc-35e5-4df0-91cf-6807908b6cd1,Snapshots ZRS Snapshots,Standard HDD Managed Disks,MS-AZR-0017P,,,AAD-18449,AU East,,,,"{""application"": ""gsafj-rqnf-nanylgvpf-abacebq"", ""environment"": ""Prod"", ""cost_center"": ""5555637666""}"
0.011531675,/providers/Microsoft.Billing/billingAccounts/92487455,Genafcbeg sbe AFJ,Billing Account,AUD,2/1/2025 0:00,1/1/2025 0:00,Usage,,Virtual Network Private Link - Standard Data Processed - Ingress,Usage-Based,1/9/2025 0:00,1/8/2025 0:00,,,,,,0.903488486,GB,0.011531675,0.0127635,0.011531675,Microsoft,0.013507153,0.01495,Standard,0.903488486,GB,Microsoft,Microsoft,australiaeast,Australia East,/fhofpevcgvbaf/n6r3r1ss-4538-976n-4qq3-no3rq59p25p3/erfbheprtebhcf/rqnf-funerq-abacebq-znantrzrag/cebivqref/zvpebfbsg.pbzchgr/iveghnyznpuvarf/rqnfve58,rqnfve58,Virtual machine,Compute,Virtual Machines,611233439,611233439,/fhofpevcgvbaf/n6r3r1ss-4538-976n-4qq3-no3rq59p25p3,gsafj-rqnf-nanylgvpf-abacebq,Subscription,640371,fip-nmher-fhonhgb@GenafcbegPybhq.bazvpebfbsg.pbz,fip-nmher-fhonhgb@genafcbegpybhq.bazvpebfbsg.pbz,,0.0127635,92487455,Genafcbeg sbe AFJ,1,1/1/2025 0:00,92487455,Genafcbeg sbe AFJ,,,C.5564271,,,,0.0127635,,,696330,Qngnpbz,,,,1,AUD,Standard,1 GB,Cloud Provider,Microsoft,,,rqnf-funerq-abacebq-znantrzrag,microsoft.compute/virtualmachines,,,Virtual Network Private Link - Standard Data Processed - Ingress,"{""NodeId"": ""57240d1c-7613-4bb4-baf1-df220fc99633"", ""VmName"": ""edasir03"", ""ContainerId"": ""3d823cdd-e8ab-4a7c-8de7-e3b7fcee1fa7"", ""PipelineType"": ""v2"", ""DataTransferDirection"": ""DataTrIn""}",1,Virtual Network,10caa28b-6479-4852-9eb7-610870cb6417,Standard Data Processed - Ingress,Private Link,MS-AZR-0017P,,,AAD-84191,,,,,"{""application"": ""qrsnhyg"", ""environment"": ""Prod"", ""cost_center"": ""5555637666""}"
1.250660351,/providers/Microsoft.Billing/billingAccounts/92487455,Genafcbeg sbe AFJ,Billing Account,AUD,2/1/2025 0:00,1/1/2025 0:00,Usage,,Standard HDD Managed Disks - Snapshots - ZRS - Snapshots - AU East,Usage-Based,1/9/2025 0:00,1/8/2025 0:00,,,,,,17.777688,GB/Month,1.250660351,0.07035,1.250660351,Microsoft,1.463103722,0.0823,Standard,17.777688,GB/Month,Microsoft,Microsoft,australiaeast,Australia East,/fhofpevcgvbaf/5nr0n62n-5366-9s7o-o645-rp4opp30rq98/erfbheprtebhcf/frpbaqnel_fdy_un_pyhfgre/cebivqref/zvpebfbsg.pbzchgr/fancfubgf/50whar7579nmhjqofc66qngn5,50whar7579nmhjqofc66qngn5,Snapshot,Compute,Virtual Machines,1083751,1083751,/fhofpevcgvbaf/5nr0n62n-5366-9s7o-o645-rp4opp30rq98,gsafj-pf-cevzniren-cebq,Subscription,755032,fip_nalpybhq_fhonhgb@genafcbeg.afj.tbi.nh,fip_nalpybhq_fhonhgb@genafcbeg.afj.tbi.nh,,0.07035,92487455,Genafcbeg sbe AFJ,1,1/1/2025 0:00,92487455,Genafcbeg sbe AFJ,,,,,,,0.07035,,,696339,Genafcbeg Pyhfgre Freivprf,,,,1,AUD,Standard,1 GB/Month,Cloud Provider,Microsoft,,,FRPBAQNEL_FDY_UN_PYHFGRE,Microsoft.Compute/snapshots,,,Standard HDD Managed Disks - Snapshots - ZRS - Snapshots - AU East,,1,Storage,f79c5dfc-35e5-4df0-91cf-6807908b6cd1,Snapshots ZRS Snapshots,Standard HDD Managed Disks,MS-AZR-0017P,,,AAD-18449,AU East,,,,"{""application"": ""Cevzniren (GsAFJ)"", ""environment"": ""prod"", ""cost_center"": ""Hanyybpngrq""}"
0.010674065,/providers/Microsoft.Billing/billingAccounts/92487455,Genafcbeg sbe AFJ,Billing Account,AUD,2/1/2025 0:00,1/1/2025 0:00,Usage,,Standard HDD Managed Disks - Snapshots - ZRS - Snapshots - AU East,Usage-Based,1/9/2025 0:00,1/8/2025 0:00,,,,,,0.151728,GB/Month,0.010674065,0.07035,0.010674065,Microsoft,0.012487214,0.0823,Standard,0.151728,GB/Month,Microsoft,Microsoft,australiaeast,Australia East,/fhofpevcgvbaf/5nr0n62n-5366-9s7o-o645-rp4opp30rq98/erfbheprtebhcf/frpbaqnel_fdy_un_pyhfgre/cebivqref/zvpebfbsg.pbzchgr/fancfubgf/nmheronpxhc_12npnn2r-o0n0-9944-3259-46ss6rr39048_7579-54-53g64-55-90.5088199,NmherOnpxhc_12npnn2r-o0n0-9944-3259-46ss6rr39048_7579-54-53G64-55-90.5088199,Snapshot,Compute,Virtual Machines,1083751,1083751,/fhofpevcgvbaf/5nr0n62n-5366-9s7o-o645-rp4opp30rq98,gsafj-pf-cevzniren-cebq,Subscription,755032,fip_nalpybhq_fhonhgb@genafcbeg.afj.tbi.nh,fip_nalpybhq_fhonhgb@genafcbeg.afj.tbi.nh,,0.07035,92487455,Genafcbeg sbe AFJ,1,1/1/2025 0:00,92487455,Genafcbeg sbe AFJ,,,,,,,0.07035,,,696339,Genafcbeg Pyhfgre Freivprf,,,,1,AUD,Standard,1 GB/Month,Cloud Provider,Microsoft,,,FRPBAQNEL_FDY_UN_PYHFGRE,Microsoft.Compute/snapshots,,,Standard HDD Managed Disks - Snapshots - ZRS - Snapshots - AU East,,1,Storage,f79c5dfc-35e5-4df0-91cf-6807908b6cd1,Snapshots ZRS Snapshots,Standard HDD Managed Disks,MS-AZR-0017P,,,AAD-18449,AU East,,,,"{""application"": ""Cevzniren (GsAFJ)"", ""environment"": ""Prod for Prod environment"", ""cost_center"": ""637666""}"
